"REGIÃO
ASSISTENCIAL";MICRORREGIÃO;MUNICIPIO;RAMO_ATIVIDADE;NUM_CONTRATO;CPF_CNPJ;NOME;INICIO_VIGENCIA;FIM_VIGENCIA;PERIODO REFERENCIA
NORTE;BRASILIA DE MINAS;BRASILIA DE MINAS;CLINICA ODONTOLOGICA;2252023;06109282000146;CLINICA ODONTOLOGICA SOUSA E ESCOBAR LTDA;01/04/2023;31/03/2028;jul/26
SUL;TRES CORACOES;TRES CORACOES;CLINICA;5902023;19863357000121;ELISA CONCEICAO MAIA AMARAL;01/08/2023;31/07/2028;jul/26
CENTRO SUL;SAO JOAO DEL REI;SAO JOAO DEL REI;CLINICA;3942023;08160734000140;CENTRO DE REABILITACAO BEM ESTAR LTDA;01/06/2023;31/05/2028;jul/26
NOROESTE;PATOS DE MINAS;PATOS DE MINAS;CLINICA;2152023;11963887000130;CLINICA L & L ULTRASSOM E OFTALMOLOGIA LTDA;01/04/2023;31/03/2028;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;5582023;21868124000163;REABILIT CLINICA DE REABILITACAO CARDIACA LTDA;01/08/2023;31/07/2028;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CONSULTORIO MEDICO;6712023;23612452000120;CENTRO OFTALMOLOGICO POUSO ALEGRE LTDA;01/09/2023;31/08/2028;jul/26
SUL;TRES CORACOES;TRES CORACOES;LABORATORIO;5592025;18226970000175;LABORATORIO FERREIRA DAVO LTDA;01/08/2025;31/07/2030;jul/26
SUDESTE;MURIAE;MURIAE;SERVICO DE ATENCAO DOMICILIAR;8492024;11989747000130;L.L.S. SERVICOS EM SAUDE LTDA;26/09/2024;31/08/2027;jul/26
OESTE;FORMIGA;FORMIGA;CLINICA;6352023;02152277000165;CENTRO NEFROLOGICO FORMIGUENSE LTDA;16/08/2023;31/07/2028;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;CLINICA;4462024;07320976000271;LIFE MEDIC MEDICINA E FISIOTERAPIA LTDA;01/06/2024;30/11/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;3612023;19691641000168;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;08/05/2023;30/04/2028;jul/26
OESTE;LAGOA DA PRATA;LAGOA DA PRATA;LABORATORIO;3472023;26839707000180;LUIZ FERNANDO DOS SANTOS CPF08269482609;01/05/2023;30/04/2028;jul/26
TRIANGULO DO NORTE;ARAGUARI;ARAGUARI;CLINICA;5082025;14529032000193;CLINICA MAZAO & LEITE LTDA;01/07/2025;30/06/2030;jul/26
NORDESTE;MINAS NOVAS;CHAPADA DO NORTE;CLINICA;1032024;14261779000294;MARILANDIA DAS DORES LEITE;08/02/2024;31/01/2029;jul/26
NORTE;SAO FRANCISCO;SAO FRANCISCO;LABORATORIO;2432023;23392618000140;DANDISON CAVALCANTI MARTINS;01/04/2023;31/03/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;4012024;20634623000123;OFTALMOCENTER MIRAFIORI LTDA;03/05/2024;31/10/2026;jul/26
OESTE;PARA DE MINAS;PARA DE MINAS;CLINICA;7902023;18126732000198;PARA DE MINAS DIAGNOSTICO POR IMAGEM LTDA;01/10/2023;30/09/2028;jul/26
NORTE;SALINAS;SALINAS;LABORATORIO;6742023;17151190000140;LABORATORIO DE ANALISES CLINICAS SALINAS LTDA;01/09/2023;31/08/2028;jul/26
NORTE;JANAUBA;JANAUBA;CLINICA;5242025;07073905000211;SARMENTO E VIANNA LTDA;01/07/2025;30/06/2030;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;6322025;14237276000100;CLINICA DE OLHOS BOTELHO & PAIVA LTDA;01/08/2025;31/07/2030;jul/26
NORTE;JANAUBA;PORTEIRINHA;LABORATORIO;7172023;26598586000121;LABORATORIO ALMEIDA LTDA;01/09/2023;31/08/2028;jul/26
NORTE;BOCAIUVA;BOCAIUVA;HOSPITAL DIA;5442025;18411318000120;SERVICOS MEDICOS NOBRE MURTA LTDA;01/08/2025;31/07/2030;jul/26
NORTE;JANAUBA;JANAUBA;CLINICA;2092024;21433486000121;CIJ - CENTRO DE IMAGENS JANAUBA LTDA;06/03/2024;31/08/2026;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;HOSPITAL/FUNDACAO;7322025;03006076000112;CENTRO UNIFICADO DO TRATAMENTO DO CANCER LTDA;01/09/2025;31/08/2030;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;HOSPITAL DIA;7672025;10326859000149;HOSPITAL DO CANCER DO NORTE DE MINAS LTDA;01/09/2025;31/08/2030;jul/26
TRIANGULO DO NORTE;ARAGUARI;TUPACIGUARA;LABORATORIO;6442024;20309458000134;LABORATORIO SANTA ISABEL LTDA;01/08/2024;31/01/2027;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CLINICA;4252023;18857762000174;INNEFRO - INSTITUTO DE NEFROLOGIA LTDA;01/06/2023;31/05/2028;jul/26
CENTRO SUL;SAO JOAO DEL REI;SAO JOAO DEL REI;CLINICA;10982023;08211881000100;FISIOTERAPIA EQUILIBRIO DEL REI LTDA;11/12/2023;30/11/2028;jul/26
OESTE;OLIVEIRA;OLIVEIRA;LABORATORIO;9872025;27712656000193;BIOANALYSE LABORATORIO DE ANALISES CLINICAS LTDA;01/10/2025;30/09/2030;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;8832025;19378769002977;INSTITUTO HERMES PARDINI S/A;01/09/2025;31/08/2030;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;CLINICA;4282024;31370892000146;NEUROFISIOLOGIA SAO FRANCISCO DE ASSIS LTDA;16/05/2024;31/10/2026;jul/26
CENTRO;PEDRO LEOPOLDO;LAGOA SANTA;CLINICA;1132024;21018613000126;INSTITUTO DE OLHOS DR. FRANKLIN ALMEIDA LTDA;09/02/2024;31/08/2027;jul/26
SUDESTE;CATAGUASES;ALEM PARAIBA;LABORATORIO;6522023;09257605000137;LABORATORIO 18 DE JULHO DE PATOLOGIA CLINICA LTDA;09/08/2023;31/07/2028;jul/26
NORTE;TAIOBEIRAS;SAO JOAO DO PARAISO;LABORATORIO;11952023;21763615000140;FABRINA DAIANY PEREIRA DA CRUZ;27/12/2023;30/11/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;4342023;34316187000159;MARIO VIEIRA DE SIQUEIRA SERVICOS MEDICOS EIRELI;01/06/2023;31/05/2028;jul/26
SUL;VARGINHA;SAO GONCALO DO SAPUCAI;CONSULTORIO MEDICO;8122023;33968526000119;MARIA IVANISE RIOS;01/10/2023;30/09/2028;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CONSULTORIO MEDICO;7112023;31523953000168;CENTRO MEDICO CATA PRETA E NACIF LTDA;01/09/2023;31/08/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;6892023;23707681000128;ARTRO CARE - ORTOPEDIA CLINICA E CIRURGIAS LTDA;01/09/2023;31/08/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;4022023;34346351000170;MARCELA QUINET MACEDO PIRES EIRELI;01/06/2023;31/05/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;8532023;10795073000170;CLINICA NUCLEO LTDA;01/10/2023;30/09/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;4552023;34316175000124;FILIPE ANDRADE SIQUEIRA SERVICOS MEDICOS LTDA;06/06/2023;31/05/2028;jul/26
CENTRO;BETIM;BETIM;CLINICA;2402024;06015107000190;FISIOFOCUS CLINICA DE FISIOTERAPIA E ORTOPEDIA LTDA;14/03/2024;31/08/2026;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;2232024;97520529000178;CLINICA DE OFTALMOLOGIA DRA. LAVINIA LEITAO BANDEIRA LTDA;08/03/2024;31/08/2026;jul/26
OESTE;ITAUNA;ITAUNA;CONSULTORIO MEDICO;9192023;34468923000194;GERALDO MAJELA PEREIRA_OTORRINO;02/10/2023;30/09/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;8632023;34669337000108;MONICA RESENDE CESAR;01/10/2023;30/09/2028;jul/26
SUDESTE;UBA;UBA;CLINICA;652024;18131003000120;SAME-SERVICOS DE ASSISTENCIA MEDICA ESPECIALIZADA LTDA;01/02/2024;31/01/2029;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;8852023;17263850000185;MARCO AURELIO MOREIRA VIEIRA EIRELI;01/10/2023;30/09/2028;jul/26
NORTE;SALINAS;SALINAS;CLINICA;7132023;01037841000136;CENTRO DE ESPECIALIDADES SANTA BARBARA- CESB LTDA;01/09/2023;31/08/2028;jul/26
SUDESTE;MURIAE;MIRAI;CLINICA;7532024;26063327000104;RUBENS DAS NEVES ROCHA JUNIOR;01/09/2024;28/02/2027;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;8812023;65252009000135;CLINICA MEDICA GONDIM LTDA;01/10/2023;30/09/2028;jul/26
CENTRO SUL;BARBACENA;BARBACENA;CONSULTORIO MEDICO;7932023;10247623000117;TOP-SAUDE SERVICOS MEDICOS BARBACENA LTDA;01/10/2023;30/09/2028;jul/26
LESTE;CARATINGA;CARATINGA;CONSULTORIO MEDICO;7702023;08203231000104;G.P.A CLINICA MEDICA LTDA;01/10/2023;30/09/2028;jul/26
CENTRO;PEDRO LEOPOLDO;PEDRO LEOPOLDO;CLINICA;692024;08185737000138;G. NERY SERVICOS MEDICOS;02/02/2024;31/10/2027;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;8792023;21097748000124;SILVA MAGALHAES SERVICOS MEDICOS LTDA;01/10/2023;30/09/2028;jul/26
CENTRO SUL;SAO JOAO DEL REI;SAO JOAO DEL REI;HOSPITAL DIA;2122024;02625494000125;S L RECEPTIVOS E ATENDIMENTOS LTDA;06/03/2024;31/08/2026;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CLINICA;11322023;34269425000112;MARCOS JOSE MINUSSI LTDA;14/12/2023;30/11/2028;jul/26
SUDESTE;UBA;UBA;CLINICA;2842024;09652101000111;M.M.R SAUDE LIMITADA;01/04/2024;30/09/2026;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CLINICA;11082023;07754191000126;BUKER E ALVIM LTDA;13/12/2023;30/11/2028;jul/26
NORTE;SALINAS;SALINAS;CLINICA;2752024;04827988000118;CLINICA DE MEDICINA ESPECIALIZADA DR. ALEXIS CANDIDO SARMENTO LTDA;01/04/2024;30/09/2026;jul/26
SUL;ITAJUBA;ITAJUBA;CLINICA;11962023;20906265000160;CLINICA DA MULHER AMIGA LTDA;28/12/2023;30/11/2028;jul/26
SUL;POCOS DE CALDAS;POCOS DE CALDAS;CLINICA;2432024;28792459000194;H. BARBOSA DE FREITAS SOCIEDADE SIMPLES LTDA;01/04/2024;30/09/2026;jul/26
OESTE;CAMPO BELO;CAMPO BELO;CONSULTORIO MEDICO;4462023;17189763000125;INSTITUTO DOS OLHOS DE CAMPO BELO LTDA;02/06/2023;31/05/2028;jul/26
TRIANGULO DO NORTE;MONTE CARMELO;MONTE CARMELO;CLINICA;7812023;34489474000160;GILSON BRANDAO VIEIRA CONSULTORIO MEDICO;13/09/2023;31/08/2028;jul/26
TRIANGULO DO NORTE;MONTE CARMELO;MONTE CARMELO;CONSULTORIO MEDICO;11942023;13889734000115;RAIMUNDO MORAIS DA SILVEIRA MEDICINA OCUPACIONAL;29/12/2023;30/11/2028;jul/26
TRIANGULO DO NORTE;MONTE CARMELO;MONTE CARMELO;CONSULTORIO MEDICO;7772023;19634540000155;EDMAR AFONSO DO PRADO CONSULTORIO MEDICO;13/09/2023;31/08/2028;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;LABORATORIO;8192023;07230908001374;RM LABORATORIO DE ANALISES CLINICAS LTDA;01/10/2023;30/09/2028;jul/26
OESTE;OLIVEIRA;OLIVEIRA;CLINICA;8752025;23421377000110;GARCIA GUSSEN CLINICA LTDA;01/09/2025;31/08/2030;jul/26
SUDESTE;CATAGUASES;LEOPOLDINA;CLINICA;772024;02794536000151;PROMO-VIDA SAUDE ASSESSORIA E CONSULTORIA EM MEDICINA DO TRABALHO LTDA;02/02/2024;30/06/2027;jul/26
NORDESTE;DIAMANTINA;DIAMANTINA;CONSULTORIO MEDICO;7332023;15955250000152;FONSECA ESPECIALIDADES MEDICAS S/S;01/09/2023;31/08/2028;jul/26
NORTE;SALINAS;SALINAS;CLINICA;11502023;08529112000227;CARDIONUCLEO LTDA;19/12/2023;30/11/2028;jul/26
SUL;LAVRAS;LAVRAS;CONSULTORIO MEDICO;6642023;08195996000140;CLINICA MEDICA DR. BRENO SANTA CECILIA E CIA LTDA;01/09/2023;31/08/2028;jul/26
SUL;PASSOS;PASSOS;LABORATORIO;7642023;31849641000149;MICHELLI BARBARA PINTO;07/09/2023;31/08/2028;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CLINICA;9182025;34791271000124;MARCIO LANZA JUNIOR CLINICA DE OTORRINOLARINGOLOGIA LTDA;01/10/2025;30/09/2030;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CONSULTORIO MEDICO;6762023;08009303000187;CLINICA DE OLHOS DR EDUARDO ARAUJO LTDA;18/08/2023;31/07/2028;jul/26
SUL;LAVRAS;LAVRAS;CLINICA;9222025;04124181000119;NEURO CENTER LTDA;01/10/2025;30/09/2030;jul/26
SUL;LAVRAS;LAVRAS;LABORATORIO;5872023;17872813000174;HEMOCELL LABORATORIO DE CITOLOGIA E ANALISES CLINICAS LTDA;01/08/2023;31/07/2028;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;CLINICA;9282025;10502811000144;LUCAM CLINICA MEDICA E ASSESSORIA EM MEDICINA OCUPACIONAL LTDA;01/10/2025;30/09/2030;jul/26
CENTRO;ITABIRA;ITABIRA;CLINICA;2262024;09200001000154;EQUILIBRIO SERVICOS MEDICOS LTDA;11/03/2024;31/08/2026;jul/26
CENTRO;ITABIRA;ITABIRA;CLINICA;2412024;05549830000196;INSTITUTO DE REUMATOLOGIA E ORTOPEDIA ROCHA LTDA;14/03/2024;31/08/2026;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;CLINICA;6422025;32554498000120;CLINICA MEDICA FALEIRO VALE S/S;01/08/2025;31/07/2030;jul/26
NORDESTE;DIAMANTINA;DIAMANTINA;CLINICA;11522023;12777902000118;RIMA SERVICOS MEDICOS LTDA;19/12/2023;30/11/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;4442023;28403081000190;CLINICA DRA LIVIA MARIA TOLEDO LTDA;02/06/2023;31/05/2028;jul/26
OESTE;OLIVEIRA;OLIVEIRA;CLINICA;3222024;02441562000104;CARDIOESTE S S;15/04/2024;30/09/2026;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;CLINICA;2162024;12741560000186;GRUPO MEDICO DE SERVICOS ESPECIALIZADOS S/S;07/03/2024;31/08/2026;jul/26
TRIANGULO DO NORTE;ARAGUARI;ARAGUARI;CLINICA;62024;35097733000170;CLINICA DE OLHOS DOUTOR SERGIO TOME LTDA;01/01/2024;31/12/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;3492023;34607503000141;CENTRO DE TRATAMENTO ALERGICO E IMUNOBIOLOGICOS EIRELI;01/05/2023;30/04/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;2172024;19776724000150;CENTRO OFTALMOLOGICO SOTTO MAIOR LTDA;07/03/2024;31/08/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;11672023;02852162000183;CLINICA GINECOLOGICA E OBSTETRICA DR. NAZY F. IBRAHIM LTDA;22/12/2023;30/11/2028;jul/26
SUL;POCOS DE CALDAS;CABO VERDE;CLINICA;11882023;02769924000182;CLINICA MEDICA CABO VERDE MEDICINA E SEGURANCA DO TRABALHO LTDA;30/12/2023;30/11/2028;jul/26
NORDESTE;DIAMANTINA;DIAMANTINA;CLINICA;11872023;10886978000156;ISCHABER & SANTOS SERVICOS DE SAUDE S/S;29/12/2023;30/11/2028;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;802024;10674830000158;CLINICA MEDICA CARDIO-ODONTOLOGICA LTDA;05/02/2024;30/06/2027;jul/26
OESTE;PARA DE MINAS;PARA DE MINAS;CLINICA;1682024;07525990000120;CENTRO ESPECIALIZADO EM DERMATOLOGIA E ALERGIA LTDA;27/02/2024;31/10/2028;jul/26
LESTE DO SUL;PONTE NOVA;PONTE NOVA;CLINICA;2362024;13794426000106;SERVICOS MEDICOS PERES & BARROS LTDA;14/03/2024;31/08/2026;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;6772023;34943979000153;FERNANDO BASTOS DE SOUSA EIRELI;01/09/2023;31/08/2028;jul/26
CENTRO;CONTAGEM;CONTAGEM;CONSULTORIO MEDICO;6922024;23849490000109;CONSULTORIA TECNICA EM SEGURANCA E MEDICINA DO TRABALHO LTDA;05/08/2024;31/01/2027;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CLINICA;1882024;07611512000133;ORTOPEDIA E TRAUMATOLOGIA SANTA FILOMENA LTDA;01/03/2024;31/08/2026;jul/26
SUL;POCOS DE CALDAS;POCOS DE CALDAS;CLINICA;5852025;35257519000134;ALBERTO OTONIEL FRANCO;01/08/2025;31/07/2030;jul/26
SUL;VARGINHA;SAO GONCALO DO SAPUCAI;CONSULTORIO ODONTOLOGICO;6472023;23126027000120;JOSE MARCOS BELLATO;08/08/2023;31/07/2028;jul/26
SUDESTE;SANTOS DUMONT;SANTOS DUMONT;CLINICA;1472024;34839883000140;CARDIOCLINICA MEDICA CHEVITARESE LTDA;26/02/2024;31/05/2027;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;CLINICA;582024;26280831000158;GYNE CENTRO MEDICO LTDA;31/01/2024;31/05/2028;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;672024;34351610000151;KLEBER DE SOUSA SILVEIRA CONSULTORIO DE DERMATOLOGIA;01/02/2024;31/07/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CONSULTORIO MEDICO;11272024;34819991000150;LOUREIRO SERVICOS DE SAUDE LTDA;30/12/2024;31/05/2027;jul/26
CENTRO;JOAO MONLEVADE;SAO DOMINGOS DO PRATA;CONSULTORIO MEDICO;4222024;12184723000177;CLINICA GERALES LTDA;13/05/2024;31/10/2026;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CLINICA ODONTOLOGICA;1722024;08139310000101;CIRURGICA D V SERVICOS ODONTOLOGICOS LTDA;28/02/2024;31/10/2028;jul/26
SUL;TRES CORACOES;TRES CORACOES;CLINICA;1702024;08574744000121;CLINICA DE PEDIATRIA FERNANDES LTDA;27/02/2024;31/03/2028;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CONSULTORIO ODONTOLOGICO;1922024;24755284000194;MASTER ODONTOLOGICA LTDA;01/03/2024;31/08/2026;jul/26
OESTE;LAGOA DA PRATA;LAGOA DA PRATA;CLINICA;2932024;02987153000280;LAUDU - PRESTACAO DE SERVICOS MEDICOS S/C LTDA;01/04/2024;30/09/2026;jul/26
CENTRO;GUANHAES;VIRGINOPOLIS;CLINICA;2252024;27376781000170;EPR CLINICA MEDICA LTDA;11/03/2024;31/08/2026;jul/26
OESTE;CAMPO BELO;CAMPO BELO;CONSULTORIO MEDICO;2542024;21132448000139;TERESINHA DE JESUS X. M. FERREIRA - SERVICOS;15/03/2024;31/08/2026;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;722024;34253985000189;LUCIA HELENA LIMA MIRANDA E SILVA;02/02/2024;31/10/2027;jul/26
CENTRO;PEDRO LEOPOLDO;PEDRO LEOPOLDO;CONSULTORIO ODONTOLOGICO;2026565;33873082000138;CONSULTORIO ODONTOLOGICO INFANTIL LTDA;01/08/2026;31/07/2030;jul/26
CENTRO;JOAO MONLEVADE;JOAO MONLEVADE;CLINICA;2422024;29832669000121;ENEAS OLIVEIRA GINECOLOGIA OBSTETRICIA LTDA;14/03/2024;31/08/2026;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA ODONTOLOGICA;2026570;07996403000181;CLERO CLINICA ESPECIALIZADA EM REABILITACAO ORAL LTDA;01/08/2026;31/07/2030;jul/26
NOROESTE;JOAO PINHEIRO;JOAO PINHEIRO;CONSULTORIO MEDICO;8952024;21819116000127;REGINA LUCIA DE CARVALHO SOARES LTDA;03/10/2024;31/03/2027;jul/26
SUL;TRES CORACOES;TRES CORACOES;CLINICA;4292024;07608700000102;CENTRO INTEGRADO DE GASTROCIRURGIA LTDA;16/05/2024;31/10/2026;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;3242024;34944234000109;CLINICA MEDICA RODRIGUES OLIVEIRA LTDA;16/04/2024;30/09/2026;jul/26
SUL;TRES CORACOES;TRES CORACOES;CLINICA;2892024;34819643000183;CARAM & CARDINELLI SERVICOS MEDICOS LTDA;01/04/2024;30/09/2026;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;2482024;11060254000111;SOMA SAUDE CLINICA DE SAUDE LTDA;15/03/2024;31/08/2026;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CONSULTORIO ODONTOLOGICO;1892024;34589807000123;CONSULTORIO ODONTOLOGICO DRA FERNANDA ALVES DE SOUZA DUTRA LTDA;01/03/2024;31/08/2026;jul/26
CENTRO;BELO HORIZONTE;NOVA LIMA;CLINICA;2352024;34720155000114;MARIA VICENTINA REIS COUTO MEDICA;13/03/2024;31/08/2026;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;1972024;34561260000158;FRANCIANE FERNANDES MASCARENHAS;01/03/2024;31/08/2026;jul/26
OESTE;ITAUNA;ITAUNA;CLINICA;2272024;30036808000190;SOUZA & MARES LTDA;11/03/2024;31/08/2026;jul/26
LESTE DO SUL;VICOSA;VICOSA;CLINICA;8232025;31255578000112;CLINICA MEDICA FERNANDES E FERREIRA LTDA;01/09/2025;31/08/2030;jul/26
SUL;ALFENAS;AREADO;CLINICA;4912024;01396509000168;CONSULTORIOS MEDICOS LTDA;01/07/2024;31/12/2026;jul/26
SUL;TRES CORACOES;TRES CORACOES;CONSULTORIO MEDICO;4892024;34863942000115;JOSE OYAMA V. LEITE;01/07/2024;31/12/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;6452024;17010519000153;MEDPLENA - NUCLEO DE FISIATRIA LTDA;01/08/2024;31/01/2027;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;CLINICA;9762025;34348886000180;GAVE E SIMOES SERVICOS MEDICOS LTDA;01/10/2025;30/09/2030;jul/26
LESTE DO SUL;PONTE NOVA;PONTE NOVA;CLINICA;1862024;09290736000116;CLINICA DE ENDOCRINOLOGIA DRA. MARINA SARAIVA LTDA;01/03/2024;31/08/2026;jul/26
TRIANGULO DO SUL;UBERABA;UBERABA;CONSULTORIO MEDICO;20266;35038404000159;RUI HONORATO RINCON;01/01/2026;31/12/2030;jul/26
CENTRO;SANTA LUZIA;SANTA LUZIA;CLINICA;1202024;21754571000191;FISIO EQUILIBRIO LTDA;16/02/2024;30/09/2027;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;3602024;22397236000146;CLINICA SOTTO MAIOR DE JUIZ DE FORA LTDA;27/04/2024;30/09/2026;jul/26
CENTRO;JOAO MONLEVADE;JOAO MONLEVADE;CLINICA;5982025;34072378000112;CLIN OLHOS PAOLINELLI SERVICOS DE SAUDE LTDA;01/08/2025;31/07/2030;jul/26
CENTRO;BETIM;BETIM;CLINICA;3542024;41837295000132;CLINBET LTDA;01/05/2024;31/10/2026;jul/26
NORDESTE;AGUAS FORMOSAS;AGUAS FORMOSAS;CLINICA;3652024;30172305000141;CLINICA SAO VICENTE LTDA;01/05/2024;31/10/2026;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CONSULTORIO ODONTOLOGICO;532024;08033157000125;CLINOG - CLINICA ODONTOLOGICA GUIMARAES LTDA;01/02/2024;30/06/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;1782024;35273991000160;CLINICA MEDICA AFONSO MESSIAS LTDA;01/03/2024;31/08/2026;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;7952022;34631543000129;CLINICA MEDICA OLIVEIRA E BOTELHO EIRELI;01/11/2022;31/10/2027;jul/26
SUDESTE;UBA;UBA;CLINICA;2372024;07570225000122;RMF SAUDE S/S LTDA;14/03/2024;31/08/2026;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;CLINICA;9752025;35579843000179;CLINICA DUARTE E LIMA LTDA;01/10/2025;30/09/2030;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CONSULTORIO MEDICO;10552024;34842620000190;PAULO SERGIO DIAS ARAUJO;06/12/2024;31/05/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;3112024;35370597000140;JOSE ASSAD DINIZ CHIABI;09/04/2024;30/09/2026;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;CLINICA ODONTOLOGICA;5102024;29080589000167;ERIKA BUENO ODONTOLOGIA LTDA;26/06/2024;26/12/2026;jul/26
NORTE;SAO FRANCISCO;SAO FRANCISCO;CLINICA;6272024;34554859000164;GONCALVES E JESUS SERVICOS MEDICOS LTDA;11/07/2024;31/12/2026;jul/26
CENTRO;CONTAGEM;CONTAGEM;CLINICA;4902024;19470104000198;CLINICA DE OLHOS DE CONTAGEM LTDA;01/07/2024;31/12/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;3422024;14083585000165;VISION CLINICA DE OLHOS;18/04/2024;30/09/2026;jul/26
OESTE;BOM DESPACHO;DORES DO INDAIA;CLINICA;3072024;35418471000107;CLINICA MEDICA E PSICOLOGICA JF MAIS SAUDE LTDA;04/04/2024;30/09/2026;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CLINICA;2982024;10794520000177;IMAGINAR - MEDICINA MINIMAMENTE INVASIVA LTDA;03/04/2024;30/09/2026;jul/26
SUL;PASSOS;PASSOS;CLINICA;3172024;04875586000199;CLINICA MEDICA J M W J SOCIEDADE SIMPLES;10/04/2024;30/09/2026;jul/26
SUDESTE;CATAGUASES;ALEM PARAIBA;LABORATORIO;3762024;12943280000150;LABORATORIO SAO LUCAS DE ALEM PARAIBA LTDA;01/05/2024;31/10/2026;jul/26
CENTRO;BETIM;BETIM;CLINICA ODONTOLOGICA;3412024;20676113000119;SORRIA RAIO X ODONTOLOGICO DIGITAL LTDA;01/05/2024;31/10/2026;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;4142024;34727012000134;MARCIA RESENDE CESAR;09/05/2024;31/10/2026;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CONSULTORIO ODONTOLOGICO;3842024;33860899000171;FLORENCE NACIF SAHID CHEQUER LOPES;01/05/2024;31/10/2026;jul/26
